catalog_type,item_id,asset_variant,image_url
fish,fc07cdf49d20a000,tank,https://dodo.ac/np/images/0/05/Tuna_NH_Furniture_Icon.png
fish,fdfa258325beb53a,tank,https://dodo.ac/np/images/8/8e/Piranha_NH_Furniture_Icon.png
sea,013b1ae321ed05a1,tank,https://dodo.ac/np/images/9/96/Whelk_NH_Furniture_Icon.png
sea,014a6c70dac90bc5,tank,https://dodo.ac/np/images/f/ff/Mantis_Shrimp_NH_Furniture_Icon.png
sea,02309ed137f6d957,tank,https://dodo.ac/np/images/5/5c/Giant_Isopod_NH_Furniture_Icon.png
sea,0b2e9846a08b51a1,tank,https://dodo.ac/np/images/7/70/Spotted_Garden_Eel_NH_Furniture_Icon.png
sea,0bb07ddadf17255e,tank,https://dodo.ac/np/images/5/56/Sea_Pineapple_NH_Furniture_Icon.png
sea,132b4744c1761787,tank,https://dodo.ac/np/images/d/d3/Sea_Anemone_NH_Furniture_Icon.png
sea,13c9887c0c22d593,tank,https://dodo.ac/np/images/5/5a/Red_King_Crab_NH_Furniture_Icon.png
sea,16b19619bc33fdc7,tank,https://dodo.ac/np/images/e/e5/Sea_Star_NH_Furniture_Icon.png
sea,19441ee0e9c160dc,tank,https://dodo.ac/np/images/c/c7/Sea_Pig_NH_Furniture_Icon.png
sea,1f9a75143c922954,tank,https://dodo.ac/np/images/0/0c/Turban_Shell_NH_Furniture_Icon.png
sea,26acb380ca7d2dfe,tank,https://dodo.ac/np/images/f/fc/Slate_Pencil_Urchin_NH_Furniture_Icon.png
sea,2aa67d90a0bb2d64,tank,https://dodo.ac/np/images/a/ad/Scallop_NH_Furniture_Icon.png
